Account IG,Nome attivita,Comune (prov),Segmento,Follower,Gancio (1-6),Esito verifica sito,DM inviato (data),Esito DM,Messaggio,Scheda,Lista,Prodotto,Letto (data),Chat
@carrozzeriatreeffe,Carrozzeria Treeffe,Santa Maria Hoe (LC),Carrozzeria,948,R,"cercato «profili vicini a un'officina lombarda gia letta» col chaining di Instagram, non con la ricerca → [verifica-azienda] profilo letto dall'API il 21/9: 28 post, 948 follower. Che è strutturata si vede dal profilo: dal 1984 in via delle Industrie 5, in zona artigianale: pratiche assicurative e lavorazioni continue. Sito proprio nel link in bio.",,,"Buongiorno, sono Patrick Sappa, DenkiCode, piccola software house di Seveso (www.denkicode.com).

Non le vendo niente e non le chiedo un appuntamento. Stiamo facendo una ricerca sulle carrozzerie del Lecchese: che strumenti usate per preventivi, sinistri e ricambi, e cosa vi tocca rifare a mano. Dal 1984 in via delle Industrie, di pratiche ne avete viste passare tante.

Sei domande, due minuti, anonimo:
https://docs.google.com/forms/d/e/1FAIpQLSe2cCfeAx8IVLRq-ocJe4MUpq43u_1D95IpBPjqOYX-90a9JA/viewform

Poi le mando il riepilogo delle altre carrozzerie della zona.","Carrozzeria Treeffe, Santa Maria Hoè (LC), via delle Industrie 5. 948 follower, 28 post. Dal 1984. Sito proprio carrozzeriatreeffe.it.",2026-09-21-instagram-ricerca-lombardia,ricerca,,
@rodiimpresaedilemilano,RO&DI IMPRESA EDILE MILANO,Milano (MI),Impresa edile,478,R,"cercato «profili vicini a un'officina lombarda gia letta» col chaining di Instagram, non con la ricerca → [verifica-azienda] profilo letto dall'API il 21/9: 42 post, 478 follower. Che è strutturata si vede dal profilo: edilizia e ristrutturazioni con lavori certificati: la certificazione porta documentazione di cantiere da compilare e archiviare. Sito proprio nel link in bio.",,,"Buongiorno, sono Patrick Sappa. Ho una piccola software house a Seveso, DenkiCode (www.denkicode.com).

Non le vendo niente. Stiamo facendo una ricerca sulle imprese edili di Milano: come tenete commesse, materiali e rapportini di cantiere, e dove si perde più tempo ogni settimana. I lavori certificati vogliono carta, e la carta di solito si riscrive.

Sei domande, due minuti, anonimo:
https://docs.google.com/forms/d/e/1FAIpQLSe2cCfeAx8IVLRq-ocJe4MUpq43u_1D95IpBPjqOYX-90a9JA/viewform

Quando abbiamo finito le mando quello che è venuto fuori dalle altre.","RO&DI Impresa Edile, Milano. 478 follower, 42 post. Edilizia e ristrutturazioni con lavori certificati: documentazione di cantiere abbondante. Sito proprio roedimilano.com.",2026-09-21-instagram-ricerca-lombardia,ricerca,,
@carrozzeriamusesti,Carrozzeria Musesti,Brescia (BS),Carrozzeria,1561,R,"cercato «profili vicini a un'officina lombarda gia letta» col chaining di Instagram, non con la ricerca → [verifica-azienda] profilo letto dall'API il 21/9: 527 post, 1561 follower. Che è strutturata si vede dal profilo: Tesla Approved Body Shop, quindi con procedure e tempi imposti dal costruttore, e 527 post di lavorazioni. Sito proprio nel link in bio.",,,"Buongiorno, sono Patrick Sappa, DenkiCode, una piccola software house di Seveso (www.denkicode.com).

Non le vendo niente e non le chiedo un appuntamento. Stiamo facendo una ricerca sulle carrozzerie del Bresciano: che programmi usate per preventivi, sinistri e ricambi. Essere Tesla Approved vuol dire lavorare con procedure fissate da qualcun altro, e ci interessa proprio quel caso.

Sei domande, due minuti, anonimo:
https://docs.google.com/forms/d/e/1FAIpQLSe2cCfeAx8IVLRq-ocJe4MUpq43u_1D95IpBPjqOYX-90a9JA/viewform

Alla fine le mando il riepilogo delle altre.","Carrozzeria Musesti, Brescia. 1.561 follower, 527 post. Tesla Approved Body Shop: procedure e tempi imposti dal costruttore. Sito proprio carrozzeriamusesti.it.",2026-09-21-instagram-ricerca-lombardia,ricerca,,
@carpenteriabonori,𝐂𝐚𝐫𝐩𝐞𝐧𝐭𝐞𝐫𝐢𝐚 𝐁𝐨𝐧𝐨𝐫𝐢 𝐒𝐭𝐞𝐟𝐚𝐧𝐨,Roe Volciano (BS),Carpenteria e fabbro,580,R,"cercato «profili vicini a un'officina lombarda gia letta» col chaining di Instagram, non con la ricerca → [verifica-azienda] profilo letto dall'API il 21/9: 302 post, 580 follower. Che è strutturata si vede dal profilo: opere di fabbro, forgiatura e serramenti in acciaio: lavorazioni con tempi macchina molto diversi fra loro, 302 post. Sito proprio nel link in bio.",,,"Buongiorno, sono Patrick Sappa, DenkiCode, una piccola software house di Seveso (www.denkicode.com).

Non le vendo niente e non le chiedo un appuntamento. Stiamo facendo una ricerca sulle carpenterie e sui fabbri della Valle Sabbia: come tenete commesse, disegni, materiale. E dove si perde più tempo ogni settimana. Forgiatura e serramenti in acciaio sono due lavorazioni con tempi macchina lontanissimi.

Sei domande, due minuti, anonimo:
https://docs.google.com/forms/d/e/1FAIpQLSe2cCfeAx8IVLRq-ocJe4MUpq43u_1D95IpBPjqOYX-90a9JA/viewform

Alla fine del giro le mando quello che è venuto fuori dalle altre.","Carpenteria Bonori Stefano, Roè Volciano (BS). 580 follower, 302 post. Opere di fabbro, forgiatura e serramenti in acciaio. Sito proprio carpenteriabonori.it.",2026-09-21-instagram-ricerca-lombardia,ricerca,,
@carrozzeria_f.o.p,Carrozzeria F.o.p,Brescia (BS),Carrozzeria,396,R,"cercato «profili vicini a un'officina lombarda gia letta» col chaining di Instagram, non con la ricerca → [verifica-azienda] profilo letto dall'API il 21/9: 270 post, 396 follower. Che è strutturata si vede dal profilo: 270 post di lavorazioni dalla sede di via Val del Caffaro 24: piazzale sempre occupato. Sito proprio nel link in bio.",,,"Buongiorno, sono Patrick Sappa, DenkiCode, piccola software house di Seveso (www.denkicode.com).

Non le vendo niente. Stiamo facendo una ricerca sulle carrozzerie di Brescia città: che programmi usate per preventivi, sinistri, ricambi. E cosa tocca rifare a mano due volte. Duecentosettanta post di lavorazioni dicono che il piazzale non resta vuoto.

Sei domande, due minuti, anonimo:
https://docs.google.com/forms/d/e/1FAIpQLSe2cCfeAx8IVLRq-ocJe4MUpq43u_1D95IpBPjqOYX-90a9JA/viewform

Poi le mando il riepilogo delle altre carrozzerie della zona.","Carrozzeria F.o.p, Brescia, via Val del Caffaro 24. 396 follower, 270 post. Attività continua documentata dai post di lavorazione. Sito proprio carrozzeriafop.it.",2026-09-21-instagram-ricerca-lombardia,ricerca,,
@benedettigroup,BENEDETTI GROUP | Costruzioni,Gallarate (VA),Impresa di costruzioni,1144,R,"cercato «profili vicini a un'officina lombarda gia letta» col chaining di Instagram, non con la ricerca → [verifica-azienda] profilo letto dall'API il 21/9: 165 post, 1144 follower. Che è strutturata si vede dal profilo: costruzioni, restauro e riqualificazione dal 1980, con SOA OG1 III e OS7 IV e certificazioni ISO 9001 e ISO 45001: obblighi documentali pesanti. Sito proprio nel link in bio.",,,"Buongiorno, sono Patrick Sappa. Ho una piccola software house a Seveso, DenkiCode (www.denkicode.com).

Non le vendo niente e non le chiedo un appuntamento. Stiamo facendo una ricerca sulle imprese di costruzioni lombarde. Nel vostro caso mi interessa una cosa in particolare: con le SOA e la ISO 9001 la documentazione è obbligata, e ci chiediamo quanta di quella carta oggi si compili due volte.

Sei domande, due minuti, anonimo:
https://docs.google.com/forms/d/e/1FAIpQLSe2cCfeAx8IVLRq-ocJe4MUpq43u_1D95IpBPjqOYX-90a9JA/viewform

Quando abbiamo finito il giro le mando cosa è venuto fuori.","Benedetti Group, Gallarate (VA). 1.144 follower, 165 post. Costruzioni, restauro e riqualificazione dal 1980. Attestazioni SOA OG1 III e OS7 IV, certificazioni ISO 9001 e ISO 45001: obblighi documentali pesanti. Sito proprio benedettigroup.com.",2026-09-21-instagram-ricerca-lombardia,ricerca,,
@gasgaragecarrozzeria,CarrozzeriaGASgarage,Asola (MN),Carrozzeria,882,R,"cercato «profili vicini a un'officina lombarda gia letta» col chaining di Instagram, non con la ricerca → [verifica-azienda] profilo letto dall'API il 21/9: 46 post, 882 follower. Che è strutturata si vede dal profilo: in via Cremona 64, con fisso, cellulare, mail e un negozio online su gasgarage.store: i contatti entrano da quattro canali diversi. Nessun dominio proprio nel link in bio.",,,"Buongiorno, sono Patrick Sappa, DenkiCode, una piccola software house di Seveso (www.denkicode.com).

Non le vendo niente. Stiamo facendo una ricerca sulle carrozzerie del Mantovano: come tenete preventivi, sinistri, ricambi. E cosa si riscrive a mano due volte. In bio avete quattro modi per farvi trovare, fra fisso, cellulare, mail e negozio online: segno che i contatti arrivano da più parti.

Sei domande, due minuti, anonimo:
https://docs.google.com/forms/d/e/1FAIpQLSe2cCfeAx8IVLRq-ocJe4MUpq43u_1D95IpBPjqOYX-90a9JA/viewform

Alla fine le mando il riepilogo delle altre.","Carrozzeria GAS Garage, Asola (MN), via Cremona 64. 882 follower, 46 post. In bio fisso, cellulare, mail e un negozio online su gasgarage.store: i contatti entrano da canali diversi.",2026-09-21-instagram-ricerca-lombardia,ricerca,,
@carrozzeriaroscio,CARROZZERIA ROSCIO,Liscate (MI),Carrozzeria,309,R,"cercato «profili vicini a un'officina lombarda gia letta» col chaining di Instagram, non con la ricerca → [verifica-azienda] profilo letto dall'API il 21/9: 84 post, 309 follower. Che è strutturata si vede dal profilo: dal 1974; riparazione, lattoneria, verniciatura, lucidatura e pratiche assicurative, cioe quattro passaggi sulla stessa vettura. Nessun dominio proprio nel link in bio.",,,"Buongiorno, sono Patrick Sappa, DenkiCode, piccola software house di Seveso (www.denkicode.com).

Non le vendo niente e non le chiedo un appuntamento. Stiamo facendo una ricerca sulle carrozzerie dell'Est milanese: che strumenti usate per preventivi e pratiche con le assicurazioni. Riparazione, lattoneria, verniciatura e lucidatura sono quattro passaggi sulla stessa auto, e ognuno ha i suoi tempi.

Sei domande, due minuti, anonimo:
https://docs.google.com/forms/d/e/1FAIpQLSe2cCfeAx8IVLRq-ocJe4MUpq43u_1D95IpBPjqOYX-90a9JA/viewform

Poi le mando quello che è venuto fuori dalle altre aziende.","Carrozzeria Roscio, Liscate (MI). 309 follower, 84 post. Dal 1974. Riparazione, lattoneria, verniciatura, lucidatura e pratiche assicurative. Nessun sito proprio nel link in bio.",2026-09-21-instagram-ricerca-lombardia,ricerca,,
@lbj_ricambi_noleggi_trasporti,Lbj Noleggi Trasporto Ornago,Ornago (MB),"Trasporti, noleggio e ricambi",597,R,"cercato «profili vicini a un'officina lombarda gia letta» col chaining di Instagram, non con la ricerca → [verifica-azienda] profilo letto dall'API il 21/9: 120 post, 597 follower. Che è strutturata si vede dal profilo: cinque linee in bio: ricambi auto, noleggio auto e furgoni fino a 9 posti, trasporto auto al coperto, soccorso stradale e trasporto merci. Sito proprio nel link in bio.",,,"Buongiorno, sono Patrick Sappa. Ho una piccola software house a Seveso, DenkiCode (www.denkicode.com).

Non le vendo niente. Stiamo facendo una ricerca sulle aziende di trasporto e noleggio della Brianza: come gestite mezzi, ordini, consegne. E cosa si riscrive due volte. Ricambi, noleggio, trasporto auto al coperto, soccorso e merci sono cinque attività con cinque modi di segnare le ore.

Sei domande, due minuti, anonimo:
https://docs.google.com/forms/d/e/1FAIpQLSe2cCfeAx8IVLRq-ocJe4MUpq43u_1D95IpBPjqOYX-90a9JA/viewform

Quando abbiamo finito le mando il riepilogo.","LBJ Noleggi e Trasporti, Ornago (MB). 597 follower, 120 post. Cinque linee di attività in bio: ricambi auto, noleggio auto e furgoni fino a 9 posti, trasporto auto al coperto, soccorso stradale, trasporto merci. Sito proprio lbjsrl.it.",2026-09-21-instagram-ricerca-lombardia,ricerca,,
@officinemilano,Officine Milano,Milano (MI),Produzione accessori auto,2155,R,"cercato «profili vicini a un'officina lombarda gia letta» col chaining di Instagram, non con la ricerca → [verifica-azienda] profilo letto dall'API il 21/9: 264 post, 2155 follower. Che è strutturata si vede dal profilo: accessori auto personalizzabili, prodotti sull ordine del cliente: ogni commessa e diversa dalla precedente, 264 post. Sito proprio nel link in bio.",,,"Buongiorno, sono Patrick Sappa, DenkiCode, una piccola software house di Seveso (www.denkicode.com).

Non le vendo niente e non le chiedo un appuntamento. Stiamo facendo una ricerca sulle aziende che producono su ordinazione: come tenete ordini, magazzino, tempi di consegna. Gli accessori auto personalizzabili sono un caso interessante, perché ogni pezzo è diverso dal precedente.

Sei domande, due minuti, anonimo:
https://docs.google.com/forms/d/e/1FAIpQLSe2cCfeAx8IVLRq-ocJe4MUpq43u_1D95IpBPjqOYX-90a9JA/viewform

Alla fine del giro le mando cosa è venuto fuori dalle altre.","Officine Milano. 2.155 follower, 264 post. Accessori auto personalizzabili, prodotti sull'ordine del cliente: ogni commessa è diversa. Sito proprio officinemilano.com.",2026-09-21-instagram-ricerca-lombardia,ricerca,,
@carrozzeria_pedrinazzi,Carrozzeria Pedrinazzi,Palazzo Pignano (CR),Carrozzeria,736,R,"cercato «profili vicini a un'officina lombarda gia letta» col chaining di Instagram, non con la ricerca → [verifica-azienda] profilo letto dall'API il 21/9: 97 post, 736 follower. Che è strutturata si vede dal profilo: carrozzeria di paese in via Ugo Foscolo 33, con 97 post di lavorazioni e riferimento per il Cremasco. Sito proprio nel link in bio.",,,"Buongiorno, sono Patrick Sappa, DenkiCode, piccola software house di Seveso (www.denkicode.com).

Non le vendo niente. Stiamo facendo una ricerca sulle carrozzerie del Cremasco: che programmi usate per preventivi, sinistri, ricambi. E dove si perde più tempo. La vostra è una delle poche di Palazzo Pignano, e proprio per questo ci interessa.

Sei domande, due minuti, anonimo:
https://docs.google.com/forms/d/e/1FAIpQLSe2cCfeAx8IVLRq-ocJe4MUpq43u_1D95IpBPjqOYX-90a9JA/viewform

Poi le mando il riepilogo delle altre carrozzerie della provincia.","Carrozzeria Pedrinazzi, Palazzo Pignano (CR), via Ugo Foscolo 33. 736 follower, 97 post. Sito proprio carrozzeriapedrinazzi.it.",2026-09-21-instagram-ricerca-lombardia,ricerca,,
@lavorazioneferrodbsnc,DB Dabenini S. - Bresciani R.,Brescia (BS),Lavorazione ferro per edilizia,557,R,"cercato «profili vicini a un'officina lombarda gia letta» col chaining di Instagram, non con la ricerca → [verifica-azienda] profilo letto dall'API il 21/9: 76 post, 557 follower. Che è strutturata si vede dal profilo: sagomatura di ferro e rete elettrosaldata per cementi armati dal 1993: produzione legata agli ordini dei cantieri, che cambiano all ultimo. Sito proprio nel link in bio.",,,"Buongiorno, sono Patrick Sappa. Ho una piccola software house a Seveso, DenkiCode (www.denkicode.com).

Non le vendo niente e non le chiedo un appuntamento. Stiamo facendo una ricerca sulle lavorazioni in ferro del Bresciano: come tenete commesse, materiale, consegne. La sagomatura per cemento armato lavora su ordini dei cantieri, che cambiano all'ultimo momento più di altri.

Sei domande, due minuti, anonimo:
https://docs.google.com/forms/d/e/1FAIpQLSe2cCfeAx8IVLRq-ocJe4MUpq43u_1D95IpBPjqOYX-90a9JA/viewform

Quando abbiamo finito le mando quello che è venuto fuori.","DB Dabenini e Bresciani, Brescia. 557 follower, 76 post. Sagomatura di ferro e rete elettrosaldata per cementi armati dal 1993: produzione legata agli ordini dei cantieri. Sito proprio lavorazioneferrodb.com.",2026-09-21-instagram-ricerca-lombardia,ricerca,,
@autofficinamax,Massimiliano Campanini,Cremona (CR),Autofficina e gommista,727,R,"cercato «profili vicini a un'officina lombarda gia letta» col chaining di Instagram, non con la ricerca → [verifica-azienda] profilo letto dall'API il 21/9: 36 post, 727 follower. Che è strutturata si vede dal profilo: manutenzione, riparazione e pneumatici: tre code diverse sullo stesso ponte. Sito proprio nel link in bio.",,,"Buongiorno, sono Patrick Sappa, DenkiCode, una piccola software house di Seveso (www.denkicode.com).

Non le vendo niente. Stiamo facendo una ricerca sulle officine del Cremonese: che strumenti usate per preventivi, ricambi, appuntamenti. E cosa tocca riscrivere due volte. Manutenzione, riparazione e pneumatici insieme vogliono dire tre code diverse sullo stesso ponte.

Sei domande, due minuti, anonimo:
https://docs.google.com/forms/d/e/1FAIpQLSe2cCfeAx8IVLRq-ocJe4MUpq43u_1D95IpBPjqOYX-90a9JA/viewform

Alla fine le mando il riepilogo delle altre.","Autofficina Max di Massimiliano Campanini, Cremona. 727 follower, 36 post. Manutenzione, riparazione e pneumatici. Sito proprio autofficinamax.it.",2026-09-21-instagram-ricerca-lombardia,ricerca,,
@falegnameriainvernizzi,Falegnameria Invernizzi s.r.l.,Bergamo (BG),Falegnameria,1261,R,"cercato «profili vicini a un'officina lombarda gia letta» col chaining di Instagram, non con la ricerca → [verifica-azienda] profilo letto dall'API il 21/9: 381 post, 1261 follower. Che è strutturata si vede dal profilo: infissi interni ed esterni, mobili e arredi per il sociale: committenza privata e committenza pubblica insieme, 381 post. Nessun dominio proprio nel link in bio.",,,"Buongiorno, sono Patrick Sappa, DenkiCode, piccola software house di Seveso (www.denkicode.com).

Non le vendo niente. Stiamo facendo una ricerca sulle falegnamerie della Bergamasca: come gestite commesse, disegni, lavorazioni. Infissi, mobili, arredi per il sociale. La committenza pubblica ha tempi e carte tutte sue, diverse da quelle di un privato che ordina una cucina.

Sei domande, due minuti, anonimo:
https://docs.google.com/forms/d/e/1FAIpQLSe2cCfeAx8IVLRq-ocJe4MUpq43u_1D95IpBPjqOYX-90a9JA/viewform

Poi le mando quello che è venuto fuori dalle altre aziende.","Falegnameria Invernizzi srl, Bergamo. 1.261 follower, 381 post. Infissi interni ed esterni, mobili e arredi per il sociale: committenza privata e committenza pubblica insieme. Nessun sito proprio nel link in bio.",2026-09-21-instagram-ricerca-lombardia,ricerca,,
@beccari_azienda_agricola,Beccari azienda agricola,Commessaggio (MN),Azienda agricola,1257,R,"cercato «profili vicini a un'officina lombarda gia letta» col chaining di Instagram, non con la ricerca → [verifica-azienda] profilo letto dall'API il 21/9: 364 post, 1257 follower. Che è strutturata si vede dal profilo: 364 post che raccontano l azienda stagione per stagione, con mezzi e lavorazioni di campo visibili nelle foto. Nessun dominio proprio nel link in bio.",,,"Buongiorno, sono Patrick Sappa. Ho una piccola software house a Seveso, DenkiCode (www.denkicode.com).

Non le vendo niente. Stiamo facendo una ricerca sulle aziende agricole lombarde: come tenete i conti di campi, mezzi e vendita, e quanta carta vi tocca compilare due volte. Trecentosessanta post da Commessaggio dicono che l'azienda la raccontate stagione per stagione.

Sei domande, due minuti, anonimo:
https://docs.google.com/forms/d/e/1FAIpQLSe2cCfeAx8IVLRq-ocJe4MUpq43u_1D95IpBPjqOYX-90a9JA/viewform

Quando abbiamo finito il giro le mando il riepilogo.","Beccari Azienda Agricola, Commessaggio (MN). 1.257 follower, 364 post. Azienda agricola con racconto continuo delle stagioni e dei mezzi. Nessun sito proprio nel link in bio.",2026-09-21-instagram-ricerca-lombardia,ricerca,,
@crema_motor,OFFICINA.CREMA.MOTOR,Vaiano Cremasco (CR),Officina moto,833,R,"cercato «profili vicini a un'officina lombarda gia letta» col chaining di Instagram, non con la ricerca → [verifica-azienda] profilo letto dall'API il 21/9: 97 post, 833 follower. Che è strutturata si vede dal profilo: officina moto: ricambi con tempi lunghi e clienti che richiamano per sapere a che punto e il lavoro, 97 post. Nessun dominio proprio nel link in bio.",,,"Buongiorno, sono Patrick Sappa, DenkiCode, una piccola software house di Seveso (www.denkicode.com).

Non le vendo niente e non le chiedo un appuntamento. Stiamo facendo una ricerca sulle officine del Cremasco, e le moto sono un caso a parte: ricambi lunghi da trovare e clienti che chiamano per sapere a che punto è il lavoro. Come lo gestite adesso?

Sei domande, due minuti, anonimo:
https://docs.google.com/forms/d/e/1FAIpQLSe2cCfeAx8IVLRq-ocJe4MUpq43u_1D95IpBPjqOYX-90a9JA/viewform

Alla fine le mando cosa è venuto fuori dalle altre officine.","Officina Crema Motor, Vaiano Cremasco (CR). 833 follower, 97 post. Officina moto: ricambi con tempi lunghi e clienti che chiedono aggiornamenti. Nessun sito proprio nel link in bio.",2026-09-21-instagram-ricerca-lombardia,ricerca,,
@bp.srl,"Energia solare per casa, aziende e edile📍Bergamo e Piacenza",Bergamo (BG),Impianti fotovoltaici,291,R,"cercato «profili vicini a un'officina lombarda gia letta» col chaining di Instagram, non con la ricerca → [verifica-azienda] profilo letto dall'API il 21/9: 219 post, 291 follower. Che è strutturata si vede dal profilo: fotovoltaico per casa, aziende ed edilizia da oltre vent anni fra Bergamo e Piacenza: progettazione, installazione e manutenzione programmata. Sito proprio nel link in bio.",,,"Buongiorno, sono Patrick Sappa, DenkiCode, piccola software house di Seveso (www.denkicode.com).

Non le vendo niente. Stiamo facendo una ricerca sugli impiantisti lombardi: come tenete preventivi, sopralluoghi, manutenzioni. Il fotovoltaico ha una coda lunga dopo l'installazione, fra pratiche e manutenzione programmata. Ci interessa capire chi se la ricorda, e come.

Sei domande, due minuti, anonimo:
https://docs.google.com/forms/d/e/1FAIpQLSe2cCfeAx8IVLRq-ocJe4MUpq43u_1D95IpBPjqOYX-90a9JA/viewform

Poi le mando il riepilogo delle altre aziende della zona.","BP srl, Bergamo e Piacenza. 291 follower, 219 post. Fotovoltaico per casa, aziende ed edilizia da oltre vent'anni: progettazione, installazione e manutenzione, quindi sopralluoghi e manutenzioni programmate. Sito proprio bpsrl.eu.",2026-09-21-instagram-ricerca-lombardia,ricerca,,
@a.n.s._costruzioni,Arici Dario,Brescia (BS),Scavi e sottoservizi,268,R,"cercato «profili vicini a un'officina lombarda gia letta» col chaining di Instagram, non con la ricerca → [verifica-azienda] profilo letto dall'API il 21/9: 37 post, 268 follower. Che è strutturata si vede dal profilo: sottoservizi, reti acqua-gas e scavi per enti, utility e imprese: committenza pubblica con obblighi documentali e mezzi in cantiere. Sito proprio nel link in bio.",,,"Buongiorno, sono Patrick Sappa. Ho una piccola software house a Seveso, DenkiCode (www.denkicode.com).

Non le vendo niente e non le chiedo un appuntamento. Stiamo facendo una ricerca sulle imprese di scavi e sottoservizi: come tenete commesse, mezzi, rapportini. Lavorare per enti e utility vuol dire consegnare documenti che qualcun altro ha deciso, e quello è il pezzo che ci interessa.

Sei domande, due minuti, anonimo:
https://docs.google.com/forms/d/e/1FAIpQLSe2cCfeAx8IVLRq-ocJe4MUpq43u_1D95IpBPjqOYX-90a9JA/viewform

Quando abbiamo finito le mando quello che è venuto fuori.","Scavi Arici Dario, Brescia. 268 follower, 37 post. Sottoservizi, reti acqua-gas e scavi per enti, utility e imprese: committenza pubblica con obblighi documentali. Sito proprio scaviaricidario.it.",2026-09-21-instagram-ricerca-lombardia,ricerca,,
@azienda_agricola_moroni,Azienda Agricola Moroni,Brescia (BS),Azienda agricola con vendita,449,R,"cercato «profili vicini a un'officina lombarda gia letta» col chaining di Instagram, non con la ricerca → [verifica-azienda] profilo letto dall'API il 21/9: 67 post, 449 follower. Che è strutturata si vede dal profilo: agricoltura sostenibile con vendita diretta aperta lunedi e giovedi dal pomeriggio: campo e banco nella stessa settimana. Nessun dominio proprio nel link in bio.",,,"Buongiorno, sono Patrick Sappa, DenkiCode, una piccola software house di Seveso (www.denkicode.com).

Non le vendo niente. Stiamo facendo una ricerca sulle aziende agricole con vendita diretta: come tenete i conti fra campo, raccolta e banco, e quanta carta si compila due volte. Aprire solo il lunedì e il giovedì pomeriggio vuol dire concentrare tutta la vendita in poche ore.

Sei domande, due minuti, anonimo:
https://docs.google.com/forms/d/e/1FAIpQLSe2cCfeAx8IVLRq-ocJe4MUpq43u_1D95IpBPjqOYX-90a9JA/viewform

Alla fine del giro le mando il riepilogo delle altre.","Azienda Agricola Moroni, Brescia, Villaggio Violino. 449 follower, 67 post. Agricoltura sostenibile con vendita diretta, aperta lunedì e giovedì dal pomeriggio: vendita concentrata in poche ore. Nessun sito proprio nel link in bio.",2026-09-21-instagram-ricerca-lombardia,ricerca,,
@carrozzeria.cerioli,Carrozzeria Cerioli Soncino,Soncino (CR),Carrozzeria e autofficina,1061,R,"cercato «profili vicini a un'officina lombarda gia letta» col chaining di Instagram, non con la ricerca → [verifica-azienda] profilo letto dall'API il 21/9: 170 post, 1061 follower. Che è strutturata si vede dal profilo: cinque servizi in bio, carrozzeria, meccanica, elettrauto, autonoleggio e gommista, con orari dichiarati lun-ven 8-12 e 14-18 piu il sabato mattina. Nessun dominio proprio nel link in bio.",,,"Buongiorno, sono Patrick Sappa, DenkiCode, piccola software house di Seveso (www.denkicode.com).

Non le vendo niente e non le chiedo un appuntamento. Stiamo facendo una ricerca sulle carrozzerie della zona: che programmi usate per preventivi, sinistri, ricambi. Carrozzeria, meccanica, elettrauto, noleggio e gomme sono cinque servizi che entrano dalla stessa porta e finiscono in cinque posti diversi.

Sei domande, due minuti, anonimo:
https://docs.google.com/forms/d/e/1FAIpQLSe2cCfeAx8IVLRq-ocJe4MUpq43u_1D95IpBPjqOYX-90a9JA/viewform

Poi le mando cosa è venuto fuori dalle altre.","Carrozzeria Cerioli, Soncino (CR). 1.061 follower, 170 post. Cinque servizi in bio: carrozzeria, meccanica, elettrauto, autonoleggio e gommista. Orari dichiarati lun-ven 8-12 e 14-18, sabato mattina. Nessun sito proprio nel link in bio.",2026-09-21-instagram-ricerca-lombardia,ricerca,,
@carrozzeria_ancora,Carrozzeria Ancora,Paderno Dugnano (MI),Carrozzeria e noleggio,662,R,"cercato «profili vicini a un'officina lombarda gia letta» col chaining di Instagram, non con la ricerca → [verifica-azienda] profilo letto dall'API il 21/9: 294 post, 662 follower. Che è strutturata si vede dal profilo: noleggio auto, moto e furgoni, gestione sinistri con pagamento diretto e auto sostitutiva gratuita: una flotta da tracciare, 294 post. Sito proprio nel link in bio.",,,"Buongiorno, sono Patrick Sappa. Ho una piccola software house a Seveso, DenkiCode (www.denkicode.com).

Non le vendo niente. Stiamo facendo una ricerca sulle carrozzerie del Nord Milano: come gestite sinistri, pagamenti diretti e auto sostitutive, e dove si perde più tempo. Tenere il conto di chi ha quale auto sostitutiva, e da quando, è il tipo di cosa che di solito sta su un foglio.

Sei domande, due minuti, anonimo:
https://docs.google.com/forms/d/e/1FAIpQLSe2cCfeAx8IVLRq-ocJe4MUpq43u_1D95IpBPjqOYX-90a9JA/viewform

Quando abbiamo finito il giro le mando il riepilogo.","Carrozzeria Ancora, Paderno Dugnano (MI). 662 follower, 294 post. Noleggio auto, moto e furgoni, gestione sinistri con pagamento diretto e auto sostitutiva gratuita: flotta da tracciare. Sito proprio carrozzeriaancora.it.",2026-09-21-instagram-ricerca-lombardia,ricerca,,
@carrozzeria_brera_srl,Carrozzeria Brera Srl,Milano (MI),Carrozzeria,954,R,"cercato «profili vicini a un'officina lombarda gia letta» col chaining di Instagram, non con la ricerca → [verifica-azienda] profilo letto dall'API il 21/9: 339 post, 954 follower. Che è strutturata si vede dal profilo: approvati gruppo Volkswagen e convenzionati con oltre diciannove compagnie assicurative: diciannove procedure diverse in parallelo. Sito proprio nel link in bio.",,,"Buongiorno, sono Patrick Sappa, DenkiCode, una piccola software house di Seveso (www.denkicode.com).

Non le vendo niente e non le chiedo un appuntamento. Stiamo facendo una ricerca sulle carrozzerie milanesi. Il vostro caso è quello che ci interessa di più: diciannove compagnie assicurative convenzionate vogliono dire diciannove modi diversi di aprire una pratica. Come le tenete in ordine?

Sei domande, due minuti, anonimo:
https://docs.google.com/forms/d/e/1FAIpQLSe2cCfeAx8IVLRq-ocJe4MUpq43u_1D95IpBPjqOYX-90a9JA/viewform

Alla fine le mando quello che è venuto fuori dalle altre.","Carrozzeria Brera srl, Milano. 954 follower, 339 post. Fratelli Muscillo, approvati gruppo Volkswagen e convenzionati con oltre 19 compagnie assicurative: molte procedure diverse in parallelo. Sito proprio carrozzeriabrera.it.",2026-09-21-instagram-ricerca-lombardia,ricerca,,
