Data,Da,Account IG,Nome,Comune,Segmento,Tipo,Lista
2026-09-10,Patrick Sappa,@barber_shop_gold_2,Barber Shop Gold 2,Busto Arsizio (VA),Barber,primo,2026-09-10-instagram-siti-va-co-lc-bg.csv
2026-09-10,Patrick Sappa,@baucettitoelettatura,Baucetti Toelettatura,Treviglio (BG),Toelettatura,primo,2026-09-10-instagram-animali-va-co-lc-bg-ti.csv
2026-09-10,Patrick Sappa,@bbpowerhorse_equitazione,Centro Ippico BB Power Horse,Bodio Lomnago (VA),Centro ippico,primo,2026-09-10-instagram-animali-va-co-lc-bg-ti.csv
2026-09-10,Patrick Sappa,@bella.hairstudio5,Bella Hair Studio,Saronno (VA),Parrucchieri,primo,2026-09-10-instagram-siti-va-co-lc-bg.csv
2026-09-10,Patrick Sappa,@belvederebellagio,Belvedere Bellagio,Bellagio (CO),Albergo,primo,2026-09-10-instagram-denkishift-va-co-lc-bg.csv
2026-09-10,Patrick Sappa,@bioesteticabusto,Bio Estetica di Alessia,Busto Arsizio (VA),Estetica avanzata,primo,2026-09-10-instagram-siti-va-co-lc-bg.csv
2026-09-10,Patrick Sappa,@blueladies_saronno,Blue Ladies Parrucchieri,Saronno (VA),Parrucchieri,primo,2026-09-10-instagram-siti-va-co-lc-bg.csv
2026-09-10,Patrick Sappa,@calmaegessobustoarsizio,Calma e Gesso,Busto Arsizio (VA),Bar e ristorante,primo,2026-09-10-instagram-denkishift-va-co-lc-bg.csv
2026-09-10,Patrick Sappa,@caminhotelluino,Camin Hotel Luino,Luino (VA),Albergo con ristorante,primo,2026-09-10-instagram-denkishift-va-co-lc-bg.csv
2026-09-10,Patrick Sappa,@capriccio84patisserie,Capriccio Pasticceria,Presezzo (BG),Pasticceria/caffetteria,primo,2026-09-10-instagram-denkishift-va-co-lc-bg.csv
2026-09-10,Patrick Sappa,@centro_estetica_glamour,Centro Estetica Glamour,Osio Sotto (BG),Estetica/solarium,primo,2026-09-10-instagram-siti-va-co-lc-bg.csv
2026-09-10,Patrick Sappa,@centroippicolepuledre,Centro Ippico Le Puledre,Cislago (VA),Centro ippico,primo,2026-09-10-instagram-animali-va-co-lc-bg-ti.csv
2026-09-10,Patrick Sappa,@cgdecor_imbianchino_varese,CG Decor di Antonio Cigliola,Oggiona con Santo Stefano (VA),Imbianchino/cartongessista,primo,2026-09-10-instagram-siti-va-co-lc-bg.csv
2026-09-10,Patrick Sappa,@class_luxurybeauty_pmu,CLASS luxury beauty & permanent make-up,Luino (VA),Estetica avanzata/PMU,primo,2026-09-10-instagram-siti-va-co-lc-bg.csv
2026-09-10,Patrick Sappa,@debby.nails.design,"Debora, onicotecnica",Busto Arsizio (VA),Onicotecnica,primo,2026-09-10-instagram-siti-va-co-lc-bg.csv
2026-09-10,Patrick Sappa,@deipregi,DeiPregi Hair&Beauty,Saronno (VA),Parrucchieri/estetica,primo,2026-09-10-instagram-siti-va-co-lc-bg.csv
2026-09-10,Patrick Sappa,@diamond.nails.cantu,Diamond Nails,Cantù (CO),Onicotecnica,primo,2026-09-10-instagram-siti-va-co-lc-bg.csv
2026-09-10,Patrick Sappa,@dolci_di_bea,Dolci di Bea,Bergamo (BG),Pasticceria e bar,primo,2026-09-10-instagram-denkishift-va-co-lc-bg.csv
2026-09-10,Patrick Sappa,@ela__nails__gallarate,Ela Nails,Gallarate (VA),Onicotecnica,primo,2026-09-10-instagram-siti-va-co-lc-bg.csv
2026-09-10,Patrick Sappa,@elleffehairstudio,Elleffe hair studio,Castiglione Olona (VA),Parrucchieri/barber,primo,2026-09-10-instagram-siti-va-co-lc-bg.csv
2026-09-10,Patrick Sappa,@ellepetsitter,Elle Pet Sitter,Lugano (TI),Pet sitter,primo,2026-09-10-instagram-animali-va-co-lc-bg-ti.csv
2026-09-10,Patrick Sappa,@essenziabeautystudio,Essenzia Beauty Studio,Bergamo (BG),Estetica/massaggi,primo,2026-09-10-instagram-siti-va-co-lc-bg.csv
2026-09-10,Patrick Sappa,@esteticaeasytradate,Easy Estetica & Benessere,Tradate (VA),Estetica,primo,2026-09-10-instagram-siti-va-co-lc-bg.csv
2026-09-10,Patrick Sappa,@esteticain_cantu,Estetica In,Cantù (CO),Estetica,primo,2026-09-10-instagram-siti-va-co-lc-bg.csv
2026-09-10,Patrick Sappa,@esteticaladolcevitabusto,La Dolce Vita di Sara & Rossana,Busto Arsizio (VA),Estetica,primo,2026-09-10-instagram-siti-va-co-lc-bg.csv
2026-09-10,Patrick Sappa,@esteticamarina.tradate,Estetica Marina,Tradate (VA),Estetica,primo,2026-09-10-instagram-siti-va-co-lc-bg.csv
2026-09-10,Patrick Sappa,@esteticaverdesalvia,Verde Salvia Estetica,Bergamo (BG),Estetica/solarium,primo,2026-09-10-instagram-siti-va-co-lc-bg.csv
2026-09-10,Patrick Sappa,@franpetslecco2026,Franpets Toelettatura,Lecco (LC),Toelettatura,primo,2026-09-10-instagram-animali-va-co-lc-bg-ti.csv
2026-09-10,Patrick Sappa,@glam_gavirate,GLAM hair-styling & estetica,Gavirate (VA),Parrucchieri/estetica,primo,2026-09-10-instagram-siti-va-co-lc-bg.csv
2026-09-10,Patrick Sappa,@gymnasiumlecco,Gymnasium Different Fit,Lecco (LC),Palestra,primo,2026-09-10-instagram-denkishift-va-co-lc-bg.csv
2026-09-10,Patrick Sappa,@hotelasnigocernobbio,Hotel Asnigo,Cernobbio (CO),Albergo con ristorante,primo,2026-09-10-instagram-denkishift-va-co-lc-bg.csv
2026-09-10,Patrick Sappa,@hotelcentralebellagio,Hotel Centrale Bellagio,Bellagio (CO),Albergo,primo,2026-09-10-instagram-denkishift-va-co-lc-bg.csv
2026-09-10,Patrick Sappa,@hoteldecharmelaveno,Hotel De Charme Laveno,Laveno Mombello (VA),Albergo,primo,2026-09-10-instagram-denkishift-va-co-lc-bg.csv
2026-09-10,Patrick Sappa,@hoteldulacbellagio,Hotel Du Lac & Spa,Bellagio (CO),Albergo con ristoranti,recupero,2026-09-10-instagram-denkishift-va-co-lc-bg.csv
2026-09-10,Patrick Sappa,@il_gattopardo_dalmine,Il Gattopardo,Dalmine (BG),Ristorante/pizzeria,primo,2026-09-10-instagram-denkishift-va-co-lc-bg.csv
2026-09-10,Patrick Sappa,@ilclubbinoalzano,Il Clubbino,Alzano Lombardo (BG),"Bar, ristorante, pizzeria, hamburgeria",primo,2026-09-10-instagram-denkishift-va-co-lc-bg.csv
2026-09-10,Patrick Sappa,@in19_nails_gallarate,In19 Nails,Gallarate (VA),Nails,primo,2026-09-10-instagram-siti-va-co-lc-bg.csv
2026-09-10,Patrick Sappa,@irmapezzottabergamo,Irma Pezzotta toelettatura e scuola,Bergamo (BG),Toelettatura,primo,2026-09-10-instagram-animali-va-co-lc-bg-ti.csv
2026-09-10,Patrick Sappa,@la_casa_del_lupo,La Casa del Lupo,Valgreghentino (LC),Pensione e asilo per cani,primo,2026-09-10-instagram-animali-va-co-lc-bg-ti.csv
2026-09-10,Patrick Sappa,@luana.nailslab,Luana NailsLab,Cantù (CO),Onicotecnica,primo,2026-09-10-instagram-siti-va-co-lc-bg.csv
2026-09-10,Patrick Sappa,@maistapizzeria,Maistà pizza & cucina,Bergamo (BG),"Pizzeria, due sedi",primo,2026-09-10-instagram-denkishift-va-co-lc-bg.csv
2026-09-10,Patrick Sappa,@mep.parrucchiere,MeP parrucchiere,Cassano Magnago (VA),Parrucchieri,primo,2026-09-10-instagram-siti-va-co-lc-bg.csv
2026-09-10,Patrick Sappa,@missdarling_beauty_c_saronno,MissDarling Beauty Center,Saronno (VA),Estetica avanzata,primo,2026-09-10-instagram-siti-va-co-lc-bg.csv
2026-09-10,Patrick Sappa,@nails.varese_avignio,Manicure & Pedicure Varese (Avignio),Varese (VA),Onicotecnica,primo,2026-09-10-instagram-siti-va-co-lc-bg.csv
2026-09-10,Patrick Sappa,@nails_style.varese,Nails Style,Varese (VA),Nails/estetica,primo,2026-09-10-instagram-siti-va-co-lc-bg.csv
2026-09-10,Patrick Sappa,@nailsbyirsi_gallarate,Nails by Irsi,Gallarate (VA),Onicotecnica,primo,2026-09-10-instagram-siti-va-co-lc-bg.csv
2026-09-10,Patrick Sappa,@nailslikehermes,"Rebecca, onicotecnica",Merate (LC),Onicotecnica,primo,2026-09-10-instagram-siti-va-co-lc-bg.csv
2026-09-10,Patrick Sappa,@nailstradate,Nails Tradate Paola,Tradate (VA),Onicotecnica,primo,2026-09-10-instagram-siti-va-co-lc-bg.csv
2026-09-10,Patrick Sappa,@nicholegramegna_nails,"Nichole, onicotecnica",Como (CO),Onicotecnica,primo,2026-09-10-instagram-siti-va-co-lc-bg.csv
2026-09-10,Patrick Sappa,@novart.hairstudio,NØVART hair studio,Saronno (VA),Parrucchieri,primo,2026-09-10-instagram-siti-va-co-lc-bg.csv
2026-09-10,Patrick Sappa,@ondacernobbio,Onda Cernobbio,Cernobbio (CO),Ristorante/pizzeria/bar,primo,2026-09-10-instagram-denkishift-va-co-lc-bg.csv
2026-09-10,Patrick Sappa,@ororossoristorante,Oro Rosso,Tradate (VA),Ristorante,primo,2026-09-10-instagram-denkishift-va-co-lc-bg.csv
2026-09-10,Patrick Sappa,@osterialombardamerate,Osteria Lombarda,Merate (LC),Ristorante/enoteca,primo,2026-09-10-instagram-denkishift-va-co-lc-bg.csv
2026-09-10,Patrick Sappa,@p.nails_lecco,P.Unghie,Lecco (LC),Onicotecnica,primo,2026-09-10-instagram-siti-va-co-lc-bg.csv
2026-09-10,Patrick Sappa,@papillonristorante,Papillon,Sesto Calende (VA),Ristorante,primo,2026-09-10-instagram-denkishift-va-co-lc-bg.csv
2026-09-10,Patrick Sappa,@passionnails_tradate,Passion Nails,Tradate (VA),Nails,primo,2026-09-10-instagram-siti-va-co-lc-bg.csv
2026-09-10,Patrick Sappa,@peaceanddogs.lugano,Peace & dogs di Luana Spada,Lugano (TI),Dog sitter e pensione casalinga,primo,2026-09-10-instagram-animali-va-co-lc-bg-ti.csv
2026-09-10,Patrick Sappa,@plinioarosio,Ristorante Plinio 1988,Arosio (CO),Ristorante,primo,2026-09-10-instagram-denkishift-va-co-lc-bg.csv
2026-09-10,Patrick Sappa,@potadogtoelettatura,Pota Dog Toelettatura,Chiuduno (BG),Toelettatura,primo,2026-09-10-instagram-animali-va-co-lc-bg-ti.csv
2026-09-10,Patrick Sappa,@prettydogs_varese,Toelettatura Pretty Dogs,Varese (VA),Toelettatura,primo,2026-09-10-instagram-animali-va-co-lc-bg-ti.csv
2026-09-10,Patrick Sappa,@ristorante.tabularosa,Tabula Rosa,Lecco e Calolziocorte (LC),"Ristorante, due sedi",primo,2026-09-10-instagram-denkishift-va-co-lc-bg.csv
2026-09-10,Patrick Sappa,@ristorantedapietro,Da Pietro 1955,Como (CO),Ristorante,primo,2026-09-10-instagram-denkishift-va-co-lc-bg.csv
2026-09-10,Patrick Sappa,@ristorantedelporto_menaggio,Ristorante del Porto,Menaggio (CO),Ristorante,primo,2026-09-10-instagram-denkishift-va-co-lc-bg.csv
2026-09-10,Patrick Sappa,@ristorantepizzeriasanvigilio,Ristorante Pizzeria San Vigilio,Bergamo (BG),Ristorante/pizzeria,primo,2026-09-10-instagram-denkishift-va-co-lc-bg.csv
2026-09-10,Patrick Sappa,@ristorantetarantola,Ristorante Tarantola,Appiano Gentile (CO),Ristorante,primo,2026-09-10-instagram-denkishift-va-co-lc-bg.csv
2026-09-10,Patrick Sappa,@samsara_hair_saronno,Samsara Hair and Soul,Saronno (VA),Parrucchieri,primo,2026-09-10-instagram-siti-va-co-lc-bg.csv
2026-09-10,Patrick Sappa,@scodinzolandia_cantu,Scodinzolandia,Cantù (CO),Toelettatura,primo,2026-09-10-instagram-animali-va-co-lc-bg-ti.csv
2026-09-10,Patrick Sappa,@tigarba_,Tigarba,Busto Arsizio (VA),Ristorante,primo,2026-09-10-instagram-denkishift-va-co-lc-bg.csv
2026-09-10,Patrick Sappa,@toelettatura_belli_e_pelosi,Toelettatura Belli e Pelosi,Malnate (VA),Toelettatura,primo,2026-09-10-instagram-animali-va-co-lc-bg-ti.csv
2026-09-10,Patrick Sappa,@valentinacauli.nails,"Valentina Cauli, unghie e laminazione",Garbagnate Monastero (LC),Onicotecnica,primo,2026-09-10-instagram-siti-va-co-lc-bg.csv
2026-09-10,Patrick Sappa,@vanity_seriate,Estetica Vanity,Seriate (BG),Estetica,primo,2026-09-10-instagram-siti-va-co-lc-bg.csv
2026-09-10,Patrick Sappa,@vecchiopozzo_stezzano,Vecchio Pozzo,Stezzano (BG),"Pub, ristorante e pizzeria",primo,2026-09-10-instagram-denkishift-va-co-lc-bg.csv
2026-09-10,Patrick Sappa,@veronica_nails_como,Veronica Nails,Como (CO),Onicotecnica,primo,2026-09-10-instagram-siti-va-co-lc-bg.csv
2026-09-10,Patrick Sappa,@villacocca_gavirate,Villa Cocca,Gavirate (VA),Ristorante/pizzeria/eventi,primo,2026-09-10-instagram-denkishift-va-co-lc-bg.csv
2026-09-10,Patrick Sappa,@wild_dog_trainer,Wild Dog Trainer,Ticino (TI),Istruttore cinofilo,primo,2026-09-10-instagram-animali-va-co-lc-bg-ti.csv
2026-09-10,Patrick Sappa,@wowpetcouture,WOW Pet Couture,Paladina (BG),Toelettatura e boutique,primo,2026-09-10-instagram-animali-va-co-lc-bg-ti.csv
2026-09-10,Patrick Sappa,@xoval.nails,"Valentina Unghie, onicotecnica",Erba (CO),Onicotecnica,primo,2026-09-10-instagram-siti-va-co-lc-bg.csv
2026-09-12,Patrick Sappa,@_onda_group_,Onda Group Serramenti,Varese (VA),Serramenti e infissi,primo,2026-09-11-instagram-ricerca-mb-va-co.csv
2026-09-12,Patrick Sappa,@abcgaragebg,ABC Garage,Treviolo (BG),Carrozzeria,primo,2026-09-12-instagram-ricerca-lombardia.csv
2026-09-12,Patrick Sappa,@afrodite.estetica.agrate,Afrodite Estetica,Agrate Brianza (MB),Estetica,primo,2026-09-11-instagram-siti-brianza.csv
2026-09-12,Patrick Sappa,@agriturismoteresadellefragole,Teresa delle Fragole,Brianza (MB),Azienda agricola e agriturismo,primo,2026-09-11-instagram-denkishift-mb-va-co-lc.csv
2026-09-12,Patrick Sappa,@alka_impiantiallarme,Alka Impianti,Bergamo (BG),Impianti elettrici,primo,2026-09-12-instagram-ricerca-lombardia.csv
2026-09-12,Patrick Sappa,@amare_edilizia_como,Amare Edilizia,Como (CO),Edilizia e materiali,primo,2026-09-12-instagram-ricerca-lombardia.csv
2026-09-12,Patrick Sappa,@art_hotel_varese,Art Hotel Varese,Varese (VA),Albergo,primo,2026-09-11-instagram-denkishift-mb-va-co-lc.csv
2026-09-12,Patrick Sappa,@artech_edilizia_completa,Artech Edilizia,Como (CO),Edilizia e materiali,primo,2026-09-12-instagram-ricerca-lombardia.csv
2026-09-12,Patrick Sappa,@autofficina_previtali_bergamo,Autofficina Previtali,Bergamo (BG),Autofficina,primo,2026-09-12-instagram-ricerca-lombardia.csv
2026-09-12,Patrick Sappa,@autofficinacantu,Autofficina Cantù,Cantù (CO),Autofficina,primo,2026-09-11-instagram-ricerca-mb-va-co.csv
2026-09-12,Patrick Sappa,@autofficinamantovansnc,Autofficina Mantovan,Mantova (MN),Autofficina,primo,2026-09-12-instagram-ricerca-lombardia.csv
2026-09-12,Patrick Sappa,@barbershop_adamseregno,Adam Barbershop,Seregno (MB),Barber,primo,2026-09-11-instagram-siti-brianza.csv
2026-09-12,Patrick Sappa,@beautydream_dibicenter,Estetica Beauty Dream,Arcore (MB),Estetica,primo,2026-09-11-instagram-siti-brianza.csv
2026-09-12,Patrick Sappa,@beautynails.jennyfer,Beauty Nails Jennyfer,Besana in Brianza (MB),Nail,primo,2026-09-11-instagram-siti-brianza.csv
2026-09-12,Patrick Sappa,@beitalianrestaurant,Casa Cuomo,Seregno (MB),Ristorante,primo,2026-09-11-instagram-denkishift-mb-va-co-lc.csv
2026-09-12,Patrick Sappa,@bellavistalecco,Hotel Bellavista,Valmadrera (LC),Albergo,primo,2026-09-11-instagram-denkishift-mb-va-co-lc.csv
2026-09-12,Patrick Sappa,@bellini_wood,Bellini Wood,Mantova (MN),Falegnameria,primo,2026-09-12-instagram-ricerca-lombardia.csv
2026-09-12,Patrick Sappa,@besa_nails2800,Besa Nails,Besana in Brianza (MB),Nail,primo,2026-09-11-instagram-siti-brianza.csv
2026-09-12,Patrick Sappa,@besana_milena_estetica,Milena Besana Estetica,Besana in Brianza (MB),Estetica,primo,2026-09-11-instagram-siti-brianza.csv
2026-09-12,Patrick Sappa,@bg.impianti,BG Impianti,Milano (MI),Impianti elettrici,primo,2026-09-12-instagram-ricerca-lombardia.csv
2026-09-12,Patrick Sappa,@bicego_edilizia,F.lli Bicego,Legnano (MI),Edilizia e materiali,primo,2026-09-12-instagram-ricerca-lombardia.csv
2026-09-12,Patrick Sappa,@bigmat_simed,BigMat Simed,Pavia (PV),Edilizia e materiali,primo,2026-09-12-instagram-ricerca-lombardia.csv
2026-09-12,Patrick Sappa,@bis_hotelvarese,Bis Hotel Varese,Varese (VA),Albergo,primo,2026-09-11-instagram-denkishift-mb-va-co-lc.csv
2026-09-12,Patrick Sappa,@bistrotcattaneomonza,Bistrot Cattaneo,Monza (MB),"Bar, pasticceria e ristorante",primo,2026-09-11-instagram-denkishift-mb-va-co-lc.csv
2026-09-12,Patrick Sappa,@bontempiimpianti,Bontempi Impianti,Brescia (BS),Impianti elettrici,primo,2026-09-12-instagram-ricerca-lombardia.csv
2026-09-12,Patrick Sappa,@boom_seregno,Boom Seregno,Seregno (MB),Pizzeria con area bimbi,primo,2026-09-11-instagram-denkishift-mb-va-co-lc.csv
2026-09-12,Patrick Sappa,@bottegan8,Bottega N8,Bergamo (BG),Ristorante,primo,2026-09-12-instagram-denkishift-lombardia.csv
2026-09-12,Patrick Sappa,@cameletticlaudioedilizia,Cameletti Claudio,Brescia (BS),Edilizia e materiali,primo,2026-09-12-instagram-ricerca-lombardia.csv
2026-09-12,Patrick Sappa,@capolagohotel,Capolago Hotel,Varese (VA),Albergo,primo,2026-09-11-instagram-denkishift-mb-va-co-lc.csv
2026-09-12,Patrick Sappa,@carpenteria_bonatese,Carpenteria Bonatese,Bergamo (BG),Carpenteria,primo,2026-09-12-instagram-ricerca-lombardia.csv
2026-09-12,Patrick Sappa,@carrozzeria_borgovico,Carrozzeria Borgovico,Como (CO),Carrozzeria,primo,2026-09-12-instagram-ricerca-lombardia.csv
2026-09-12,Patrick Sappa,@carrozzeria_lo.di,Carrozzeria LO.DI,Lodi (LO),Carrozzeria,primo,2026-09-12-instagram-ricerca-lombardia.csv
2026-09-12,Patrick Sappa,@carrozzeria_top_car_limbiate,Carrozzeria Top Car,Limbiate (MB),Carrozzeria e noleggio,primo,2026-09-11-instagram-ricerca-mb-va-co.csv
2026-09-12,Patrick Sappa,@carrozzeria_villetta_milano_,Carrozzeria Villetta,Milano (MI),Carrozzeria,primo,2026-09-12-instagram-ricerca-lombardia.csv
2026-09-12,Patrick Sappa,@carrozzeriabianchi.lodi,Carrozzeria Bianchi,Lodi (LO),Carrozzeria,primo,2026-09-12-instagram-ricerca-lombardia.csv
2026-09-12,Patrick Sappa,@carrozzeriamilano,Carrozzeria Milano,Milano (MI),Carrozzeria,primo,2026-09-12-instagram-ricerca-lombardia.csv
2026-09-12,Patrick Sappa,@carrozzeriasportmilano,Carrozzeria Sport,Milano (MI),Carrozzeria,primo,2026-09-12-instagram-ricerca-lombardia.csv
2026-09-12,Patrick Sappa,@carrozzeriatecnocar.rs,Tecnocar RS,Castelnuovo Bozzente (CO),Carrozzeria,primo,2026-09-11-instagram-ricerca-mb-va-co.csv
2026-09-12,Patrick Sappa,@centro_estetico.misinto,Rosa del Deserto Estetica & Solarium,Misinto (MB),Estetica,primo,2026-09-11-instagram-siti-brianza.csv
2026-09-12,Patrick Sappa,@climatristorante.monza,Climat,Monza (MB),Ristorante,primo,2026-09-11-instagram-denkishift-mb-va-co-lc.csv
2026-09-12,Patrick Sappa,@comodo_edilizia,Impresa Edilizia Comodo,Besozzo (VA),Impresa edile,primo,2026-09-11-instagram-ricerca-mb-va-co.csv
2026-09-12,Patrick Sappa,@dons_barbershop_seregno,Don's Barbershop,Seregno (MB),Barber,primo,2026-09-11-instagram-siti-brianza.csv
2026-09-12,Patrick Sappa,@dorotea_nailss,Dorotea Nails,Muggio (MB),Nail,primo,2026-09-11-instagram-siti-brianza.csv
2026-09-12,Patrick Sappa,@edilporte_brescia,Edilporte,Quinzano d'Oglio (BS),Serramenti e infissi,primo,2026-09-12-instagram-ricerca-lombardia.csv
2026-09-12,Patrick Sappa,@eg_estetica_glamour_misinto,Estetica Glamour di Martina Ciccolella,Misinto (MB),Estetica,primo,2026-09-11-instagram-siti-brianza.csv
2026-09-12,Patrick Sappa,@eliteparrucchieriestetica.mb,Elite Muggio,Muggio (MB),Parrucchieri e estetica,primo,2026-09-11-instagram-siti-brianza.csv
2026-09-12,Patrick Sappa,@energy_system_suisio,Energy System,Suisio (BG),Impianti elettrici,primo,2026-09-12-instagram-ricerca-lombardia.csv
2026-09-12,Patrick Sappa,@entesistemaediliziabrescia,ESEB,Brescia (BS),Edilizia e materiali,primo,2026-09-12-instagram-ricerca-lombardia.csv
2026-09-12,Patrick Sappa,@estetica.evelyn,Centro Estetico Evelyn,Seregno (MB),Estetica,primo,2026-09-11-instagram-siti-brianza.csv
2026-09-12,Patrick Sappa,@estetica.nicla,Centro Estetico di Nicla Sottocorna,Arcore (MB),Estetica,primo,2026-09-11-instagram-siti-brianza.csv
2026-09-12,Patrick Sappa,@esteticaeternity_legnano,Estetica Eternity,Legnano (MI),Estetica,primo,2026-09-12-instagram-siti-milano.csv
2026-09-12,Patrick Sappa,@esteticakarismavimercate,Estetica Karisma,Vimercate (MB),Estetica,primo,2026-09-11-instagram-siti-brianza.csv
2026-09-12,Patrick Sappa,@esthermateus.nails,Esther Mateus Nail Designer,Usmate Velate (MB),Nail,primo,2026-09-11-instagram-siti-brianza.csv
2026-09-12,Patrick Sappa,@eurotaverna_official,Eurotaverna,Desio (MB),Ristorante con sala eventi,primo,2026-09-11-instagram-denkishift-mb-va-co-lc.csv
2026-09-12,Patrick Sappa,@eversun_giussano,Eversun Estetica e Solarium,Giussano (MB),Estetica,primo,2026-09-11-instagram-siti-brianza.csv
2026-09-12,Patrick Sappa,@falegnameria.sbanotto,Falegnameria Sbanotto,Milano (MI),Falegnameria,primo,2026-09-12-instagram-ricerca-lombardia.csv
2026-09-12,Patrick Sappa,@falegnameriamaffeisvertova,Falegnameria Maffeis,Vertova (BG),Falegnameria,primo,2026-09-12-instagram-ricerca-lombardia.csv
2026-09-12,Patrick Sappa,@fiorillo_monza,Fiorillo,Monza (MB),Pizzeria,primo,2026-09-11-instagram-denkishift-mb-va-co-lc.csv
2026-09-12,Patrick Sappa,@fm_labeaute,FM La Beautè,Lissone (MB),Estetica avanzata,primo,2026-09-11-instagram-siti-brianza.csv
2026-09-12,Patrick Sappa,@franci.nails_,Franci Nails,Giussano (MB),Nail,primo,2026-09-11-instagram-siti-brianza.csv
2026-09-12,Patrick Sappa,@g.nails_caratebrianza,G Nails,Carate Brianza (MB),Nail,primo,2026-09-11-instagram-siti-brianza.csv
2026-09-12,Patrick Sappa,@galli.franco.edilizia,Galli Franco,Lecco (LC),Edilizia e materiali,primo,2026-09-12-instagram-ricerca-lombardia.csv
2026-09-12,Patrick Sappa,@gbstudio____,GB Studio Nails & Beauty,Bovisio Masciago (MB),Nail e estetica,primo,2026-09-11-instagram-siti-brianza.csv
2026-09-12,Patrick Sappa,@ge_nailsboutique,Nails Boutique Seregno,Seregno (MB),Nail,primo,2026-09-11-instagram-siti-brianza.csv
2026-09-12,Patrick Sappa,@giorgia_artist,Giorgia Artist Nails & Beauty,Biassono (MB),Nail,primo,2026-09-11-instagram-siti-brianza.csv
2026-09-12,Patrick Sappa,@giuliaprada.nailstudio,Giulia Prada Nail Studio,Desio (MB),Nail,primo,2026-09-11-instagram-siti-brianza.csv
2026-09-12,Patrick Sappa,@giussanoserramenti_,Giussano Serramenti,Giussano (MB),Serramenti e infissi,primo,2026-09-11-instagram-ricerca-mb-va-co.csv
2026-09-12,Patrick Sappa,@hairtist_muggio,Hairtist,Muggio (MB),Parrucchieri,primo,2026-09-11-instagram-siti-brianza.csv
2026-09-12,Patrick Sappa,@hotel_pioppeto,Hotel Pioppeto,Saronno (VA),Albergo,primo,2026-09-11-instagram-denkishift-mb-va-co-lc.csv
2026-09-12,Patrick Sappa,@hotelalberilecco,Hotel Alberi,Lecco (LC),Albergo,primo,2026-09-11-instagram-denkishift-mb-va-co-lc.csv
2026-09-12,Patrick Sappa,@hoteldelavillemonza,Hotel de la Ville,Monza (MB),Albergo con ristorante,primo,2026-09-11-instagram-denkishift-mb-va-co-lc.csv
2026-09-12,Patrick Sappa,@hotelmodernopavia,Hotel Moderno,Pavia (PV),Albergo,primo,2026-09-12-instagram-denkishift-lombardia.csv
2026-09-12,Patrick Sappa,@hotelroyalfalcone_monza,Hotel Royal Falcone,Monza (MB),Albergo,primo,2026-09-11-instagram-denkishift-mb-va-co-lc.csv
2026-09-12,Patrick Sappa,@il_villino_seregno,Ristorante il Villino,Seregno (MB),Ristorante,primo,2026-09-11-instagram-denkishift-mb-va-co-lc.csv
2026-09-12,Patrick Sappa,@ilpoetadesio,Pizzeria Il Poeta,Desio (MB),Pizzeria kebab,primo,2026-09-11-instagram-denkishift-mb-va-co-lc.csv
2026-09-12,Patrick Sappa,@kinghoney_nails,King Honey Nails,Arcore (MB),Nail,primo,2026-09-11-instagram-siti-brianza.csv
2026-09-12,Patrick Sappa,@labdesign_falegnameria__milano,Colombo & Garavaglia LabDesign,Milano (MI),Falegnameria,primo,2026-09-12-instagram-ricerca-lombardia.csv
2026-09-12,Patrick Sappa,@lamaisondichiara,La Maison di Chiara,Nova Milanese (MB),Estetica,primo,2026-09-11-instagram-siti-brianza.csv
2026-09-12,Patrick Sappa,@lauravaredonailshair,Laura Varedo Nails Hair,Varedo (MB),Nail e parrucchieri,primo,2026-09-11-instagram-siti-brianza.csv
2026-09-12,Patrick Sappa,@lilly.nails_cesano.maderno,Lilly Nails,Cesano Maderno (MB),Nail,primo,2026-09-11-instagram-siti-brianza.csv
2026-09-12,Patrick Sappa,@lily.nails.desio,Lily Nails di Francesca Vangi,Desio (MB),Nail,primo,2026-09-11-instagram-siti-brianza.csv
2026-09-12,Patrick Sappa,@lodifai_windows_e_doors,Lodifai Serramenti,Lodi (LO),Serramenti e infissi,primo,2026-09-12-instagram-ricerca-lombardia.csv
2026-09-12,Patrick Sappa,@madynails_md,Mady Nails,Concorezzo (MB),Nail,primo,2026-09-11-instagram-siti-brianza.csv
2026-09-12,Patrick Sappa,@mantoanellicar,Carrozzeria Mantoanelli,Inzago (MI),Carrozzeria,primo,2026-09-12-instagram-ricerca-lombardia.csv
2026-09-12,Patrick Sappa,@mara_carrozzeria_brescia,La Carrozziera di Brescia,Brescia (BS),Carrozzeria,primo,2026-09-12-instagram-ricerca-lombardia.csv
2026-09-12,Patrick Sappa,@marikanails._,Marika Nails,Milano (MI),Nail,primo,2026-09-12-instagram-siti-milano.csv
2026-09-12,Patrick Sappa,@matii.nails_,Matilde Corrado Unghie,Rho (MI),Nail,primo,2026-09-12-instagram-siti-milano.csv
2026-09-12,Patrick Sappa,@meridas_ristorante_lissone,Meridas,Lissone (MB),Ristorante,primo,2026-09-11-instagram-denkishift-mb-va-co-lc.csv
2026-09-12,Patrick Sappa,@mev_electronics_varese,MEV Electronics,Provincia di Varese e Como,Impianti elettrici e fotovoltaico,primo,2026-09-11-instagram-ricerca-mb-va-co.csv
