Account IG,Nome attivita,Comune (prov),Segmento,Follower,Gancio (1-6),Esito verifica sito,DM inviato (data),Esito DM,Messaggio,Scheda,Lista,Prodotto,Letto (data),Chat
@cotali_arredamenti,Cotali Arredamenti,Concesio (BS),Arredamento,841,R,"cercato «""Cotali Arredamenti"" Concesio» sulla ricerca di Instagram → [verifica-azienda] profilo letto il 15/9: bio: progettazione, arredi completi, mobili su misura, Concesio Brescia, sito arredamenticotali.it, telefono 3384147102. 841 follower, 35 post",,,"Buongiorno, sono Patrick Sappa di DenkiCode, una piccola software house di Seveso (www.denkicode.com).

Stiamo facendo un'analisi sulla digitalizzazione delle PMI del territorio, e progettate arredi completi e mobili fatti apposta, a Concesio: è il tipo di azienda che ci serve per avere un quadro vero.

Sono sei domande, si risponde in tre minuti, è anonimo e il contatto lo lascia solo chi vuole:
https://docs.google.com/forms/d/e/1FAIpQLSe2cCfeAx8IVLRq-ocJe4MUpq43u_1D95IpBPjqOYX-90a9JA/viewform

Quando abbiamo finito il giro vi mando quello che è venuto fuori dalle altre aziende della zona. Almeno sapete come sono messi gli altri.","•Progettazione / •Arredi completi / •Mobili su misura / Concesio | Brescia. tel 3384147102. 35 post, 841 follower.",2026-09-16-instagram-ricerca-lombardia.csv,ricerca,,
@legnani_arredamenti,Legnani Arredamenti,Cassano d'Adda (MI),Arredamento e cucine,239,R,"cercato «""Legnani Arredamenti"" Cassano d'Adda» sulla ricerca di Instagram → [verifica-azienda] profilo letto il 15/9: bio: cucine, living e zona notte su misura, Cassano d'Adda, progetto 3D incluso, viale Europa 360, telefono 0363360453, link linktr.ee. 239 follower, 173 post",,,"Buongiorno, sono Patrick Sappa di DenkiCode, una piccola software house di Seveso (www.denkicode.com).

Stiamo facendo un'analisi sulla digitalizzazione delle PMI del territorio, e fate cucine, living e zona notte a Cassano d'Adda, con il progetto 3D incluso: è il tipo di azienda che ci serve per avere un quadro vero.

Sono sei domande, si risponde in tre minuti, è anonimo e il contatto lo lascia solo chi vuole:
https://docs.google.com/forms/d/e/1FAIpQLSe2cCfeAx8IVLRq-ocJe4MUpq43u_1D95IpBPjqOYX-90a9JA/viewform

Quando abbiamo finito il giro vi mando quello che è venuto fuori dalle altre aziende della zona. Almeno sapete come sono messi gli altri.","Viale Europa 360. Legnani Arredamenti / Cucine, living e zona notte su misura / Cassano d’Adda (MI) / Progetto 3D incluso / Prenota una consulenza. tel 0363360453. 173 post, 239 follower.",2026-09-16-instagram-ricerca-lombardia.csv,ricerca,,
@cormararredamenti,Cormar Arredamenti,Cassano Magnago (VA),Arredamento,816,R,"cercato «""Cormar Arredamenti"" Cassano Magnago» sulla ricerca di Instagram → [verifica-azienda] profilo letto il 15/9: bio: negozio d'arredamento, progetti su misura, montaggio, Cassano Magnago, sito cormararredamenti.it, telefono 0331203411. 816 follower, 867 post",,,"Buongiorno, sono Patrick Sappa di DenkiCode, una piccola software house di Seveso (www.denkicode.com).

Stiamo facendo un'analisi sulla digitalizzazione delle PMI del territorio, e fate i progetti e il montaggio voi, a Cassano Magnago: è il tipo di azienda che ci serve per avere un quadro vero.

Sono sei domande, si risponde in tre minuti, è anonimo e il contatto lo lascia solo chi vuole:
https://docs.google.com/forms/d/e/1FAIpQLSe2cCfeAx8IVLRq-ocJe4MUpq43u_1D95IpBPjqOYX-90a9JA/viewform

Quando abbiamo finito il giro vi mando quello che è venuto fuori dalle altre aziende della zona. Almeno sapete come sono messi gli altri.","Negozio d'arredamento dinamico e creativo / Capace di creare progetti su misura per te / Montaggio / Cassano Magnago (VA). tel 0331203411. 867 post, 816 follower.",2026-09-16-instagram-ricerca-lombardia.csv,ricerca,,
@mobili_zanni,Mobili Zanni,Vobarno (BS),Arredamento,1069,R,"cercato «""Mobili Zanni"" Vobarno» sulla ricerca di Instagram → [verifica-azienda] profilo letto il 15/9: bio: arredi di qualità, 60 anni di esperienza, progettazione e realizzazione su misura, uffici case negozi, via degli Orti 30 Vobarno, sito mobilizanni.it, telefono 0365597158. 1069 follower, 801 post",,,"Buongiorno, sono Patrick Sappa di DenkiCode, una piccola software house di Seveso (www.denkicode.com).

Stiamo facendo un'analisi sulla digitalizzazione delle PMI del territorio, e arredate case, uffici e negozi da sessant'anni, con la produzione vostra: è il tipo di azienda che ci serve per avere un quadro vero.

Sono sei domande, si risponde in tre minuti, è anonimo e il contatto lo lascia solo chi vuole:
https://docs.google.com/forms/d/e/1FAIpQLSe2cCfeAx8IVLRq-ocJe4MUpq43u_1D95IpBPjqOYX-90a9JA/viewform

Quando abbiamo finito il giro vi mando quello che è venuto fuori dalle altre aziende della zona. Almeno sapete come sono messi gli altri.","via degli Orti,30 Vobarno (BS). Arredi di qualità 60 anni di esperienza / Progettazione, Realizzazione su Misura / Arrediamo Uffici Case Hotel / Stosa Point #CucineStosa. tel 0365597158. 801 post, 1069 follower.",2026-09-16-instagram-ricerca-lombardia.csv,ricerca,,
@magentaimmobili,Magenta Immobili,Brescia (BS),Agenzia immobiliare,1648,R,"cercato «""Magenta Immobili"" Brescia» sulla ricerca di Instagram → [verifica-azienda] profilo letto il 15/9: bio: passione per gli immobili, cura per le persone, percorsi non annunci, più di 25 anni, corso Magenta 40 Brescia, sito magentaimmobili.it, telefono 0305253094. 1648 follower, 197 post",,,"Buongiorno, sono Patrick Sappa di DenkiCode, una piccola software house di Seveso (www.denkicode.com).

Stiamo facendo un'analisi sulla digitalizzazione delle PMI del territorio, e fate l'agenzia immobiliare in corso Magenta da più di venticinque anni: è il tipo di azienda che ci serve per avere un quadro vero.

Sono sei domande, si risponde in tre minuti, è anonimo e il contatto lo lascia solo chi vuole:
https://docs.google.com/forms/d/e/1FAIpQLSe2cCfeAx8IVLRq-ocJe4MUpq43u_1D95IpBPjqOYX-90a9JA/viewform

Quando abbiamo finito il giro vi mando quello che è venuto fuori dalle altre aziende della zona. Almeno sapete come sono messi gli altri.","Corso Magenta, 40. Passione per gli immobili, cura per le persone / Percorsi, non annunci / +25 anni di relazioni, non di transazioni / Scrivici in DM. tel 0305253094. 197 post, 1648 follower.",2026-09-16-instagram-ricerca-lombardia.csv,ricerca,,
@venetacucinebergamotreviglio,Veneta Cucine Bergamo e Treviglio,Bergamo (BG),Arredamento e cucine,1758,R,"cercato «""Veneta Cucine Bergamo e Treviglio"" Bergamo» sulla ricerca di Instagram → [verifica-azienda] profilo letto il 15/9: bio: rilievi, progetti, consulenza, realizzazione, consegna, post-vendita, via Suardi 4 Bergamo e via Baslini 2 Treviglio, telefono 035211652. Rivenditore con due showroom propri. 1758 follower, 611 post",,,"Buongiorno, sono Patrick Sappa di DenkiCode, una piccola software house di Seveso (www.denkicode.com).

Stiamo facendo un'analisi sulla digitalizzazione delle PMI del territorio, e seguite le cucine dal rilievo al post-vendita su due showroom, Bergamo e Treviglio: è il tipo di azienda che ci serve per avere un quadro vero.

Sono sei domande, si risponde in tre minuti, è anonimo e il contatto lo lascia solo chi vuole:
https://docs.google.com/forms/d/e/1FAIpQLSe2cCfeAx8IVLRq-ocJe4MUpq43u_1D95IpBPjqOYX-90a9JA/viewform

Quando abbiamo finito il giro vi mando quello che è venuto fuori dalle altre aziende della zona. Almeno sapete come sono messi gli altri.","Via G.Suardi 4. Rilievi | Progetti | Consulenza | Realizzazione | Consegna | Post‑vendita / Via G. Suardi 4 (BG) / Via E. Baslini 2 (Treviglio). tel 035211652. 611 post, 1758 follower.",2026-09-16-instagram-ricerca-lombardia.csv,ricerca,,
@arredocucinemilano,Formarredo Due,Lissone (MB),Arredamento e cucine,1298,R,"cercato «""Formarredo Due"" Lissone» sulla ricerca di Instagram → [verifica-azienda] profilo letto il 15/9: bio: profilo dedicato alle cucine di design, showroom @formarredodue, via Canova 20 Lissone, sito arredocucinemilano.it, telefono 039483933. 1298 follower, 163 post",,,"Buongiorno, sono Patrick Sappa di DenkiCode, una piccola software house di Seveso (www.denkicode.com).

Stiamo facendo un'analisi sulla digitalizzazione delle PMI del territorio, e avete lo showroom Formarredo Due a Lissone e un profilo dedicato solo alle cucine: è il tipo di azienda che ci serve per avere un quadro vero.

Sono sei domande, si risponde in tre minuti, è anonimo e il contatto lo lascia solo chi vuole:
https://docs.google.com/forms/d/e/1FAIpQLSe2cCfeAx8IVLRq-ocJe4MUpq43u_1D95IpBPjqOYX-90a9JA/viewform

Quando abbiamo finito il giro vi mando quello che è venuto fuori dalle altre aziende della zona. Almeno sapete come sono messi gli altri.","Via Canova n.20. Profilo dedicato al mondo delle #cucine di #design / Visitate lo #showroom @formarredodue e il centro cucine @venetacucine_lentatesulseveso. tel 039483933. 163 post, 1298 follower.",2026-09-16-instagram-ricerca-lombardia.csv,ricerca,,
@franzonipiscine_brescia,Franzoni Piscine,Ghedi (BS),Piscine,2177,R,"cercato «""Franzoni Piscine"" Ghedi» sulla ricerca di Instagram → [verifica-azienda] profilo letto il 15/9: bio: progettiamo spazi d'acqua e benessere, piscine e wellness complete, Ghedi (BS), sito franzonipiscine.it. Azienda di costruzione piscine. 2177 follower, 497 post",,,"Buongiorno, sono Patrick Sappa di DenkiCode, una piccola software house di Seveso (www.denkicode.com).

Stiamo facendo un'analisi sulla digitalizzazione delle PMI del territorio, e progettate spazi d'acqua e wellness a Ghedi: è il tipo di azienda che ci serve per avere un quadro vero.

Sono sei domande, si risponde in tre minuti, è anonimo e il contatto lo lascia solo chi vuole:
https://docs.google.com/forms/d/e/1FAIpQLSe2cCfeAx8IVLRq-ocJe4MUpq43u_1D95IpBPjqOYX-90a9JA/viewform

Quando abbiamo finito il giro vi mando quello che è venuto fuori dalle altre aziende della zona. Almeno sapete come sono messi gli altri.","Progettiamo spazi d’acqua e benessere / Soluzioni complete per piscine e wellness / . / Ci trovi a Ghedi (BS) | Contattaci ↓. 497 post, 2177 follower.",2026-09-16-instagram-ricerca-lombardia.csv,ricerca,,
@pulineon_milano,Pulineon,Milano (MI),Insegne,913,R,"cercato «""Pulineon"" Milano» sulla ricerca di Instagram → [verifica-azienda] profilo letto il 15/9: bio: azienda di Milano che produce insegne luminose da oltre 30 anni, sito insegneluminosepulineonmilano.it, telefono 025469201. 913 follower, 656 post",,,"Buongiorno, sono Patrick Sappa di DenkiCode, una piccola software house di Seveso (www.denkicode.com).

Stiamo facendo un'analisi sulla digitalizzazione delle PMI del territorio, e producete insegne luminose a Milano da più di trent'anni: è il tipo di azienda che ci serve per avere un quadro vero.

Sono sei domande, si risponde in tre minuti, è anonimo e il contatto lo lascia solo chi vuole:
https://docs.google.com/forms/d/e/1FAIpQLSe2cCfeAx8IVLRq-ocJe4MUpq43u_1D95IpBPjqOYX-90a9JA/viewform

Quando abbiamo finito il giro vi mando quello che è venuto fuori dalle altre aziende della zona. Almeno sapete come sono messi gli altri.","Pulineon è una un'azienda di milano che produce insegna luminose da oltre 30 anni mettendoci passione e serietà. / Traduciamo idee in realtà luminose. tel 025469201. 656 post, 913 follower.",2026-09-16-instagram-ricerca-lombardia.csv,ricerca,,
@camper_land_3000_brescia_,Camper Land 3000,Brescia (BS),Camper,654,R,"cercato «""Camper Land 3000"" Brescia» sulla ricerca di Instagram → [verifica-azienda] profilo letto il 15/9: bio: vendita, noleggio e assistenza camper, concessionario ufficiale Hymer, Sunlight, Eriba, via Serenissima 28 Brescia, sito camperland3000.com, telefono 0302501837, appuntamenti via calendly. 654 follower, 205 post",,,"Buongiorno, sono Patrick Sappa di DenkiCode, una piccola software house di Seveso (www.denkicode.com).

Stiamo facendo un'analisi sulla digitalizzazione delle PMI del territorio, e vendete, noleggiate e assistete camper come concessionario ufficiale Hymer: è il tipo di azienda che ci serve per avere un quadro vero.

Sono sei domande, si risponde in tre minuti, è anonimo e il contatto lo lascia solo chi vuole:
https://docs.google.com/forms/d/e/1FAIpQLSe2cCfeAx8IVLRq-ocJe4MUpq43u_1D95IpBPjqOYX-90a9JA/viewform

Quando abbiamo finito il giro vi mando quello che è venuto fuori dalle altre aziende della zona. Almeno sapete come sono messi gli altri.","Via Serenissima, 28. Vendita, noleggio e assistenza camper. / Concessionario ufficiale Hymer, Sunlight, Eriba. Esperienza, passione e qualità al servizio di ogni viaggio. tel 0302501837. 205 post, 654 follower.",2026-09-16-instagram-ricerca-lombardia.csv,ricerca,,
@sacro_volto_of,Onoranze Funebri Sacro Volto,Milano (MI),Onoranze funebri,610,R,"cercato «""Onoranze Funebri Sacro Volto"" Milano» sulla ricerca di Instagram → [verifica-azienda] profilo letto il 15/9: bio: dal 1990, sostegno e cura, via Pollaiuolo 5 Milano, attivi 24/7, sito onoranzefunebrisacrovolto.it, telefono 026887911. 610 follower, 137 post",,,"Buongiorno, sono Patrick Sappa di DenkiCode, una piccola software house di Seveso (www.denkicode.com).

Stiamo facendo un'analisi sulla digitalizzazione delle PMI del territorio, e fate onoranze funebri all'Isola dal 1990, attivi ventiquattro ore su ventiquattro: è il tipo di azienda che ci serve per avere un quadro vero.

Sono sei domande, si risponde in tre minuti, è anonimo e il contatto lo lascia solo chi vuole:
https://docs.google.com/forms/d/e/1FAIpQLSe2cCfeAx8IVLRq-ocJe4MUpq43u_1D95IpBPjqOYX-90a9JA/viewform

Quando abbiamo finito il giro vi mando quello che è venuto fuori dalle altre aziende della zona. Almeno sapete come sono messi gli altri.","Via Pollaiuolo 5. Dal 1990 rendiamo omaggio alla vita / Sostegno e cura / 02.68.87.911 / Attivi 24/7. tel 026887911. 137 post, 610 follower.",2026-09-16-instagram-ricerca-lombardia.csv,ricerca,,
@onoranzefunebrisanraffaele,Onoranze Funebri San Raffaele,Vimodrone (MI),Onoranze funebri,1904,R,"cercato «""Onoranze Funebri San Raffaele"" Vimodrone» sulla ricerca di Instagram → [verifica-azienda] profilo letto il 15/9: bio: una lunga storia di assistenza e sostegno alle famiglie, via Padana Superiore Vimodrone, telefono 3385096250, sito onoranzefunebrimilanosanraffaele.it. 1904 follower, 741 post",,,"Buongiorno, sono Patrick Sappa di DenkiCode, una piccola software house di Seveso (www.denkicode.com).

Stiamo facendo un'analisi sulla digitalizzazione delle PMI del territorio, e assistete le famiglie da Vimodrone con la reperibilità continua: è il tipo di azienda che ci serve per avere un quadro vero.

Sono sei domande, si risponde in tre minuti, è anonimo e il contatto lo lascia solo chi vuole:
https://docs.google.com/forms/d/e/1FAIpQLSe2cCfeAx8IVLRq-ocJe4MUpq43u_1D95IpBPjqOYX-90a9JA/viewform

Quando abbiamo finito il giro vi mando quello che è venuto fuori dalle altre aziende della zona. Almeno sapete come sono messi gli altri.","Via Padana Superiore. Onoranze funebri Milano San Raffaele / Una lunga storia di assistenza e sostegno alle famiglie / 338 5096250 (H24 7/7). tel 3385096250. 741 post, 1904 follower.",2026-09-16-instagram-ricerca-lombardia.csv,ricerca,,
@onoranzefunebrisimonettamilano,Impresa Simonetta,Milano (MI),Onoranze funebri,294,R,"cercato «""Impresa Simonetta"" Milano» sulla ricerca di Instagram → [verifica-azienda] profilo letto il 15/9: bio: impresa dal 1946, oltre 70 anni di attività, reperibili h24, via Buonarroti, siti impresasimonetta.com e simonettaonoranzefunebrimilano.it, telefono 0238005646. 294 follower, 23 post",,,"Buongiorno, sono Patrick Sappa di DenkiCode, una piccola software house di Seveso (www.denkicode.com).

Stiamo facendo un'analisi sulla digitalizzazione delle PMI del territorio, e fate impresa funebre a Milano dal 1946, reperibili ventiquattro ore: è il tipo di azienda che ci serve per avere un quadro vero.

Sono sei domande, si risponde in tre minuti, è anonimo e il contatto lo lascia solo chi vuole:
https://docs.google.com/forms/d/e/1FAIpQLSe2cCfeAx8IVLRq-ocJe4MUpq43u_1D95IpBPjqOYX-90a9JA/viewform

Quando abbiamo finito il giro vi mando quello che è venuto fuori dalle altre aziende della zona. Almeno sapete come sono messi gli altri.","L’impresa Simonetta vanta un’esperienza di oltre 70 anni di attività nel settore funebre. Reperibili h 24 Via Buonarroti 18 - P.le Baiamonti 3 Milano. tel 0238005646. 23 post, 294 follower.",2026-09-16-instagram-ricerca-lombardia.csv,ricerca,,
@norisottica,Noris Ottica,Bergamo (BG),Ottica,4094,R,"cercato «""Noris Ottica"" Bergamo» sulla ricerca di Instagram → [verifica-azienda] profilo letto il 15/9: bio: ottico optometrista, montature uniche su misura, 32 anni di esperienza, via Zambonate 21 Bergamo, sito norisottica.com, telefono 3928568845. 4094 follower, 2057 post",,,"Buongiorno, sono Patrick Sappa di DenkiCode, una piccola software house di Seveso (www.denkicode.com).

Stiamo facendo un'analisi sulla digitalizzazione delle PMI del territorio, e fate ottica e optometria a Bergamo da trentadue anni, con le montature costruite sulla persona: è il tipo di azienda che ci serve per avere un quadro vero.

Sono sei domande, si risponde in tre minuti, è anonimo e il contatto lo lascia solo chi vuole:
https://docs.google.com/forms/d/e/1FAIpQLSe2cCfeAx8IVLRq-ocJe4MUpq43u_1D95IpBPjqOYX-90a9JA/viewform

Quando abbiamo finito il giro vi mando quello che è venuto fuori dalle altre aziende della zona. Almeno sapete come sono messi gli altri.","via Zambonate 21. Occhiali per vedere ed esser visti / Montature uniche su misura per te / Ottica a Bergamo con 32 anni di esperienza / Scopri la selezione sullo shop. tel 3928568845. 2057 post, 4094 follower.",2026-09-16-instagram-ricerca-lombardia.csv,ricerca,,
@rossignoli_ottica,Ottica Rossignoli,Bergamo (BG),Ottica,757,R,"cercato «""Ottica Rossignoli"" Bergamo» sulla ricerca di Instagram → [verifica-azienda] profilo letto il 15/9: bio: via Borgo Palazzo 78 Bergamo, telefono 035245889, link share.google, nessun sito in bio. 757 follower, 65 post",,,"Buongiorno, sono Patrick Sappa di DenkiCode, una piccola software house di Seveso (www.denkicode.com).

Stiamo facendo un'analisi sulla digitalizzazione delle PMI del territorio, e avete l'ottica in Borgo Palazzo, «ora vedi tu»: è il tipo di azienda che ci serve per avere un quadro vero.

Sono sei domande, si risponde in tre minuti, è anonimo e il contatto lo lascia solo chi vuole:
https://docs.google.com/forms/d/e/1FAIpQLSe2cCfeAx8IVLRq-ocJe4MUpq43u_1D95IpBPjqOYX-90a9JA/viewform

Quando abbiamo finito il giro vi mando quello che è venuto fuori dalle altre aziende della zona. Almeno sapete come sono messi gli altri.","Via Borgo Palazzo, 78. ORA VEDI TU / Bergamo | 035245889. tel 035245889. 65 post, 757 follower.",2026-09-16-instagram-ricerca-lombardia.csv,ricerca,,
@otticabrescia,Ottica Brescia,Brescia (BS),Ottica,310,R,"cercato «""Ottica Brescia"" Brescia» sulla ricerca di Instagram → [verifica-azienda] profilo letto il 15/9: bio: occhiali vista sole sport e lenti a contatto, via Trieste 40/D Brescia, siti otticabrescia.com e oxoshop.it, telefono 3755458658. 310 follower, 49 post",,,"Buongiorno, sono Patrick Sappa di DenkiCode, una piccola software house di Seveso (www.denkicode.com).

Stiamo facendo un'analisi sulla digitalizzazione delle PMI del territorio, e vendete occhiali da vista, sole e sport in via Trieste, con il negozio online: è il tipo di azienda che ci serve per avere un quadro vero.

Sono sei domande, si risponde in tre minuti, è anonimo e il contatto lo lascia solo chi vuole:
https://docs.google.com/forms/d/e/1FAIpQLSe2cCfeAx8IVLRq-ocJe4MUpq43u_1D95IpBPjqOYX-90a9JA/viewform

Quando abbiamo finito il giro vi mando quello che è venuto fuori dalle altre aziende della zona. Almeno sapete come sono messi gli altri.","Via Trieste 40/D. Migliora la Tua performance, migliorando la visione: nella vita quotidiana, nello sport, al lavoro o a scuola. / Ale, il Tuo Ottico. tel 3755458658. 49 post, 310 follower.",2026-09-16-instagram-ricerca-lombardia.csv,ricerca,,
@colorificiobresciano,Colorificio Bresciano,Brescia (BS),Colorificio,1071,R,"cercato «""Colorificio Bresciano"" Brescia» sulla ricerca di Instagram → [verifica-azienda] profilo letto il 15/9: bio: produttori di vernici per interni ed esterni, edilizia, industria, restauri e belle arti, via Rose di Sotto 81 Brescia, sito colorificiobresciano.it, telefono 0303773434. Produzione industriale. 1071 follower, 722 post",,,"Buongiorno, sono Patrick Sappa di DenkiCode, una piccola software house di Seveso (www.denkicode.com).

Stiamo facendo un'analisi sulla digitalizzazione delle PMI del territorio, e producete vernici per edilizia, industria, restauro e belle arti in via Rose di Sotto: è il tipo di azienda che ci serve per avere un quadro vero.

Sono sei domande, si risponde in tre minuti, è anonimo e il contatto lo lascia solo chi vuole:
https://docs.google.com/forms/d/e/1FAIpQLSe2cCfeAx8IVLRq-ocJe4MUpq43u_1D95IpBPjqOYX-90a9JA/viewform

Quando abbiamo finito il giro vi mando quello che è venuto fuori dalle altre aziende della zona. Almeno sapete come sono messi gli altri.","Via Rose di Sotto 81. Produttori di vernici per interni ed esterni / Edilizia, Industria, Restauri e Belle Arti. tel 0303773434. 722 post, 1071 follower.",2026-09-16-instagram-ricerca-lombardia.csv,ricerca,,
@otticabarzaghi,Ottica Barzaghi,Monza (MB),Ottica,3089,R,"cercato «""Ottica Barzaghi"" Monza» sulla ricerca di Instagram → [verifica-azienda] profilo letto il 15/9: bio: dal 1950 l'ottico di riferimento dei Monzesi, occhiali da sole da vista e lenti a contatto, via Vittorio Emanuele 20, sito otticabarzaghi.it, telefono 039324997. 3089 follower, 881 post",,,"Buongiorno, sono Patrick Sappa di DenkiCode, una piccola software house di Seveso (www.denkicode.com).

Stiamo facendo un'analisi sulla digitalizzazione delle PMI del territorio, e siete l'ottico dei monzesi dal 1950: è il tipo di azienda che ci serve per avere un quadro vero.

Sono sei domande, si risponde in tre minuti, è anonimo e il contatto lo lascia solo chi vuole:
https://docs.google.com/forms/d/e/1FAIpQLSe2cCfeAx8IVLRq-ocJe4MUpq43u_1D95IpBPjqOYX-90a9JA/viewform

Quando abbiamo finito il giro vi mando quello che è venuto fuori dalle altre aziende della zona. Almeno sapete come sono messi gli altri.","Via Vittorio Emanuele 20. Dal 1950 l’ottico di riferimento dei Monzesi / Occhiali da sole, da vista e lenti a contatto / Da martedì a sabato 9:00 - 12:30 | 15:00 - 19:30. tel 039324997. 881 post, 3089 follower.",2026-09-16-instagram-ricerca-lombardia.csv,ricerca,,
@lozitoottica,Lozito Ottica,Carnate (MB),Ottica,1570,R,"cercato «""Lozito Ottica"" Carnate» sulla ricerca di Instagram → [verifica-azienda] profilo letto il 15/9: bio: centro ottico dal 1979, vista sole lenti a contatto e consulenze, Carnate e Cernusco Lombardone, via I Maggio 3, sito lozitoottica.it, telefono 0396829374. Due sedi. 1570 follower, 720 post",,,"Buongiorno, sono Patrick Sappa di DenkiCode, una piccola software house di Seveso (www.denkicode.com).

Stiamo facendo un'analisi sulla digitalizzazione delle PMI del territorio, e fate il centro ottico dal 1979 su due sedi, Carnate e Cernusco Lombardone: è il tipo di azienda che ci serve per avere un quadro vero.

Sono sei domande, si risponde in tre minuti, è anonimo e il contatto lo lascia solo chi vuole:
https://docs.google.com/forms/d/e/1FAIpQLSe2cCfeAx8IVLRq-ocJe4MUpq43u_1D95IpBPjqOYX-90a9JA/viewform

Quando abbiamo finito il giro vi mando quello che è venuto fuori dalle altre aziende della zona. Almeno sapete come sono messi gli altri.","Via I maggio 3. Il tuo centro ottico di fiducia dal 1979 / Vista, sole, lenti a contatto e consulenze / Carnate | Cernusco L.ne / Contattaci. tel 0396829374. 720 post, 1570 follower.",2026-09-16-instagram-ricerca-lombardia.csv,ricerca,,
@otticarenzo,Ottica Renzo,Brescia (BS),Ottica,951,R,"cercato «""Ottica Renzo"" Brescia» sulla ricerca di Instagram → [verifica-azienda] profilo letto il 15/9: bio: ottici certificati, 35 anni d'esperienza, montature premium e tecnologia avanzata, via Don Vender 12 e via Aldo Moro, telefono 0302428034, nessun sito in bio. Due sedi. 951 follower, 311 post",,,"Buongiorno, sono Patrick Sappa di DenkiCode, una piccola software house di Seveso (www.denkicode.com).

Stiamo facendo un'analisi sulla digitalizzazione delle PMI del territorio, e siete ottici certificati da trentacinque anni, con due sedi a Brescia: è il tipo di azienda che ci serve per avere un quadro vero.

Sono sei domande, si risponde in tre minuti, è anonimo e il contatto lo lascia solo chi vuole:
https://docs.google.com/forms/d/e/1FAIpQLSe2cCfeAx8IVLRq-ocJe4MUpq43u_1D95IpBPjqOYX-90a9JA/viewform

Quando abbiamo finito il giro vi mando quello che è venuto fuori dalle altre aziende della zona. Almeno sapete come sono messi gli altri.","Ottici certificati • 35 anni d’esperienza / Montature premium & Tecnologia avanzata / Via Don Vender 12 | Via Aldo Moro 32 / Prenota la tua visita. tel 0302428034. 311 post, 951 follower.",2026-09-16-instagram-ricerca-lombardia.csv,ricerca,,
@il_ritaglio,L'Atelier del Tendaggio,Chiuduno (BG),Tendaggi,3512,R,"cercato «""L'Atelier del Tendaggio"" Chiuduno» sulla ricerca di Instagram → [verifica-azienda] profilo letto il 15/9: bio: dal 1989, tendaggi, biancheria per la casa, complementi d'arredo, imbottiti, carta da parati, via Cesare Battisti 22 Chiuduno, telefono 3292243782, link a tiktok. 3512 follower, 355 post",,,"Buongiorno, sono Patrick Sappa di DenkiCode, una piccola software house di Seveso (www.denkicode.com).

Stiamo facendo un'analisi sulla digitalizzazione delle PMI del territorio, e fate tendaggi e imbottiti dal 1989, con clienti da Bergamo a Milano: è il tipo di azienda che ci serve per avere un quadro vero.

Sono sei domande, si risponde in tre minuti, è anonimo e il contatto lo lascia solo chi vuole:
https://docs.google.com/forms/d/e/1FAIpQLSe2cCfeAx8IVLRq-ocJe4MUpq43u_1D95IpBPjqOYX-90a9JA/viewform

Quando abbiamo finito il giro vi mando quello che è venuto fuori dalle altre aziende della zona. Almeno sapete come sono messi gli altri.","dal 1989 / Tendaggi, Biancheria per la Casa, Complementi d’arredo, Imbottiti, Carta da Parati / Via Cesare Battisti, 22 Chiuduno (BG). tel 3292243782. 355 post, 3512 follower.",2026-09-16-instagram-ricerca-lombardia.csv,ricerca,,
@casagherardi,Casa Gherardi,Bergamo (BG),Agenzia immobiliare,1150,R,"cercato «""Casa Gherardi"" Bergamo» sulla ricerca di Instagram → [verifica-azienda] profilo letto il 15/9: bio: dal 1975 al tuo fianco nella compravendita immobiliare, Bergamo e provincia, sito casagherardi.com. 1150 follower, 167 post",,,"Buongiorno, sono Patrick Sappa di DenkiCode, una piccola software house di Seveso (www.denkicode.com).

Stiamo facendo un'analisi sulla digitalizzazione delle PMI del territorio, e fate compravendita immobiliare a Bergamo e provincia dal 1975: è il tipo di azienda che ci serve per avere un quadro vero.

Sono sei domande, si risponde in tre minuti, è anonimo e il contatto lo lascia solo chi vuole:
https://docs.google.com/forms/d/e/1FAIpQLSe2cCfeAx8IVLRq-ocJe4MUpq43u_1D95IpBPjqOYX-90a9JA/viewform

Quando abbiamo finito il giro vi mando quello che è venuto fuori dalle altre aziende della zona. Almeno sapete come sono messi gli altri.","Dal 1975 al tuo fianco nella compravendita immobiliare / Bergamo e provincia / ⤵ Scopri gli immobili disponibili o richiedi una consulenza. 167 post, 1150 follower.",2026-09-16-instagram-ricerca-lombardia.csv,ricerca,,
